Antarctica,,,Parts Unknown,9,6,"""Antarctica""",
USA,New Orleans,Louisana,No Reservations,4,5,"""New Orleans""","Vic's Kangaroo Cafe, 636 Tchoupitoulas Street, New Orleans, Louisiana, USA"
USA,New Orleans,Louisana,No Reservations,4,5,"""New Orleans""","Central City, New Orleans, Louisiana, USA"
USA,New Orleans,Louisana,No Reservations,4,5,"""New Orleans""","St. Bernard Parish, Louisiana, USA"
USA,New Orleans,Louisana,No Reservations,4,5,"""New Orleans""","Ninth Ward, New Orleans, Louisiana, USA"
USA,New Orleans,Louisana,No Reservations,4,5,"""New Orleans""","French Quarter, New Orleans, Louisiana, USA"
USA,New Orleans,Louisana,No Reservations,4,5,"""New Orleans""","The Howlin' Wolf, 907 S Peters St, New Orleans, Louisiana, USA"
USA,New Orleans,Louisana,No Reservations,4,5,"""New Orleans""","Herbsaint, 701 St Charles Ave, New Orleans, Louisiana, USA"
USA,,Hawaii,No Reservations,4,9,"""Hawaii""","Bailey's Aloha Shirts, 517 Kapahulu Avenue, Honolulu, Hawaii, USA"
USA,,Hawaii,No Reservations,4,9,"""Hawaii""","Waimea Bay, North Shore, O'ahu, Hawaii, USA"
USA,,Hawaii,No Reservations,4,9,"""Hawaii""","Ko Olina Resort 92-1089, Aliinui Drive, Kapolei, Hawaii, USA"
USA,,Hawaii,No Reservations,4,9,"""Hawaii""","La Mariana Sailing Club, 50 Sand Island Access Road, Honolulu, Hawaii, USA"
USA,,Hawaii,No Reservations,4,9,"""Hawaii""","Puka Dog, 2360 Kiahuna Plantation Drive, Koloa, Hawaii, USA"
USA,,Hawaii,No Reservations,4,9,"""Hawaii""","Ono Hawaiian Foods, 726 Kapahulu Avenue, Honolulu, Hawaii, USA"
USA,,Hawaii,No Reservations,4,9,"""Hawaii""","The Street Side Inn, 1225 Hopaka Street, Honolulu, Hawaii, USA"
USA,,Hawaii,No Reservations,4,9,"""Hawaii""","Kahala Hilton - 5000 Kahala Avenue, Honolulu, O'ahu, Hawaii, USA"
USA,,Hawaii,No Reservations,4,9,"""Hawaii""","Sunset Beach, O'ahu, Hawaii, USA"
USA,,Hawaii,No Reservations,4,9,"""Hawaii""","New Uptown Fountain, 522 N School Street, Honolulu, Hawaii, USA"
USA,,Hawaii,No Reservations,4,9,"""Hawaii""","Kalihi, Honolulu, Hawaii, USA"
USA,,Hawaii,No Reservations,4,9,"""Hawaii""","Kilauea East Rift Zone, Hawaii, USA"
USA,,Hawaii,No Reservations,4,9,"""Hawaii""","Kilauea Volcano, Hawai'i Volcanoes National Park, Hawaii, USA"
USA,,Hawaii,No Reservations,4,9,"""Hawaii""","Hawai'i Volcanoes National Park, Hawaii, USA"
USA,New York City,New York,No Reservations,4,10,"""Into the Fire NY""","Les Halles Restaurant, New York City, New York, USA"
USA,New York City,New York,No Reservations,4,10,"""Into the Fire NY""","Desmond's Tavern, 433 Park Ave S, New York City, New York, USA"
USA,,,No Reservations,4,15,"""U.S. Southwest""","Shields Date Garden, 80225 California 111, Indio, California, USA"
USA,,,No Reservations,4,15,"""U.S. Southwest""","Chama River, Abiquiu, New Mexico, USA"
USA,,,No Reservations,4,15,"""U.S. Southwest""","Titan Missile Museum - 1580 W. Duval Mine Road, Green Valley, Arizona, USA"
USA,,,No Reservations,4,15,"""U.S. Southwest""","Green Valley, Arizona, USA"
USA,,,No Reservations,4,15,"""U.S. Southwest""","Cavender Boot City, 7920 W Interstate 40, Amarillo, Texas, USA"
USA,,,No Reservations,4,15,"""U.S. Southwest""","Salton Sea, California, USA"
USA,,,No Reservations,4,15,"""U.S. Southwest""","Ski Inn, 9596 Avenue A, Niland, California, USA"
USA,,,No Reservations,4,15,"""U.S. Southwest""","The Big Texan Steak Ranch, 7701 East Interstate 40, Amarillo, Texas, USA"
USA,,,No Reservations,4,15,"""U.S. Southwest""","Rusty Star BBQ, 10600 North River Crossing, Woodway, Texas, USA"
USA,,,No Reservations,4,15,"""U.S. Southwest""","The Pepper Pot Restaurant, 207 West Hall Street, Hatch, New Mexico, USA"
USA,,,No Reservations,4,15,"""U.S. Southwest""","Alice Cooperstown Restaurant, 101 East Jackson Street, Phoenix, Arizona, USA"
USA,,,No Reservations,4,15,"""U.S. Southwest""","Palm Springs, California, USA"
USA,,,No Reservations,4,15,"""U.S. Southwest""","Woodway, Texas, USA"
USA,,,No Reservations,4,15,"""U.S. Southwest""","Niland, California, USA"
USA,,,No Reservations,4,15,"""U.S. Southwest""","Bombay Beach, California, USA"
USA,,,No Reservations,4,15,"""U.S. Southwest""","Hatch, New Mexico, USA"
USA,,,No Reservations,4,15,"""U.S. Southwest""","Indio, California, USA"
USA,,,No Reservations,4,15,"""U.S. Southwest""","Phoenix, Arizona, USA"
USA,,,No Reservations,4,15,"""U.S. Southwest""","Waco, Texas, USA"
USA,New York City,New York,No Reservations,4,Special,"""At the Table with Anthony Bourdain""",
USA,Washington DC,,No Reservations,5,3,"""Washington, D.C.""",
USA,Chicago,Illinois,No Reservations,5,5,"""Chicago""",
USA,New York City,New York,No Reservations,5,8,"""Disappearing Manhattan""",
USA,Baltimore,Maryland,No Reservations,5,13,"""Australia""",
USA,Detroit,Michigan,No Reservations,5,13,"""Australia""",
USA,Buffalo,New York,No Reservations,5,13,"""Australia""",
USA,San Francisco,California,No Reservations,5,15,"""San Francisco""",
USA,,Montana,No Reservations,5,17,"""Montana""",
USA,New York City,New York,No Reservations,5,19,"""New York Outer Boroughs""",
USA,Hudson Valley,New York,No Reservations,6,5,"""Hudson Valley, NY""",
USA,,Maine,No Reservations,6,12,"""Maine""",
USA,Livonia,Michigan,No Reservations,6,15,"""US Heartland""",
USA,Columbus,Ohio,No Reservations,6,15,"""US Heartland""",
USA,Minneapolis,Minnesota,No Reservations,6,15,"""US Heartland""",
USA,Denver,Colorado,No Reservations,6,15,"""US Heartland""",
USA,Austin,Texas,No Reservations,6,15,"""US Heartland""",
USA,Milwaukee,Wisconsin,No Reservations,6,15,"""US Heartland""",
USA,West Plains,Missouri,No Reservations,7,5,"""Ozarks""",
USA,Boston,Massachusetts,No Reservations,7,7,"""Boston""",
USA,Mojave,California,No Reservations,7,13,"""US Desert""",
USA,New Olreans,Louisiana,No Reservations,7,16,"""Cajun Country""",
USA,Kansas City,Kansas,No Reservations,8,2,"""Kansas City""",
USA,Austin,Texas,No Reservations,9,1,"""Austin""",
USA,New York City,New York,No Reservations,9,10,"""Brooklyn""",
USA,Los Angeles,California,Parts Unknown,1,2,"""Koreatown, Los Angeles""","Little Haiti, Miami, Florida, USA"
USA,,New Mexico,Parts Unknown,2,4,"""New Mexico""",
USA,Detroit,Michigan,Parts Unknown,2,9,"""Detroit""",
USA,Las Vegas,Nevada,Parts Unknown,3,3,"""Las Vegas""",
USA,,Mississippi,Parts Unknown,3,7,"""Mississippi Delta""",
USA,New York City,New York,Parts Unknown,4,3,"""The Bronx""",
USA,,Massachusetts,Parts Unknown,4,8,"""Massachusetts""",
USA,Miami,Florida,Parts Unknown,5,3,"""Miami""",
USA,Ocean County,New Jersey,Parts Unknown,5,6,"New Jersey[11]""",
USA,Atlantic City,New Jersey,Parts Unknown,5,6,"New Jersey[11]""",
USA,Asbury Park,New Jersey,Parts Unknown,5,6,"New Jersey[11]""",
USA,,Hawaii,Parts Unknown,5,8,"""Hawaii""",
USA,San Francisco,California,Parts Unknown,6,5,"""Bay Area""",
USA,Charleston,South Carolina,Parts Unknown,6,9,"""Charleston, SC""",
USA,Chicago,Illinois,Parts Unknown,7,3,"""Chicago""",
USA,,Montana,Parts Unknown,7,5,"""Montana""",
USA,Nashville,Tennessee,Parts Unknown,8,3,"""Nashville""",
USA,Houston,Texas,Parts Unknown,8,6,"""Houston""",
USA,Los Angeles,California,Parts Unknown,9,2,"""Los Angeles""",
USA,New York City,New York,Parts Unknown,9,5,"""Queens""",
USA,Pittsburgh,Pennsylvania,Parts Unknown,10,4,"""Pittsburgh""",
USA,,Puerto Rico,Parts Unknown,10,6,"""Puerto Rico""",
USA,Seattle,Washington,Parts Unknown,10,7,"""Seattle""",
USA,,West Virgina,Parts Unknown,11,1,"""West Virginia""",
USA,,Louisiana,Parts Unknown,11,7,"""Cajun Mardi Gras""",
USA,,Texas,Parts Unknown,12,5,"""Far West Texas""",
USA,New York City,New York,Parts Unknown,12,7,"""Lower East Side""",
USA,New York City,New York,The Layover,1,2,"""New York""","St Regis-Sheraton Hotel - 2 East 55th Street, Fifth Avenue, Manhattan, New York City, New York, USA"
USA,New York City,New York,The Layover,1,2,"""New York""","Kitchen Arts & Letters, 1435 Lexington Ave, New York City, New York, USA"
USA,New York City,New York,The Layover,1,2,"""New York""","Great NY Noodletown, 28 Bowery, New York City, New York, USA"
USA,New York City,New York,The Layover,1,2,"""New York""","M. Wells, Queens, New York City, New York, USA"
USA,New York City,New York,The Layover,1,2,"""New York""","The High Line, Manhattan, New York City, New York, USA"
USA,New York City,New York,The Layover,1,2,"""New York""","Minetta Tavern - 113 MacDougal Street, New York City, New York, USA"
USA,New York City,New York,The Layover,1,2,"""New York""","Papaya King, Upper East Side, Manhattan, New York City, New York, USA"
USA,New York City,New York,The Layover,1,2,"""New York""","Shake Shack, Madison Square Park, New York City, New York, USA"
USA,New York City,New York,The Layover,1,2,"""New York""","The Subway Inn, 143 East 60th St, New York City, New York, USA"
USA,New York City,New York,The Layover,1,2,"""New York""","Tammany Hall, 152 Orchard St, New York City, New York, USA"
USA,New York City,New York,The Layover,1,2,"""New York""","Takashi, 456 Hudson St, New York City, New York, USA"
USA,New York City,New York,The Layover,1,2,"""New York""","Jane Hotel - 113 Jane Street, West Village, Manhattan, New York City, New York, USA"
USA,New York City,New York,The Layover,1,2,"""New York""","Strand Bookstore, Union Square, New York City, New York, USA"
USA,New York City,New York,The Layover,1,2,"""New York""","St. Mark's Bookstore, 31 3rd Ave, New York City, New York, USA"
USA,New York City,New York,The Layover,1,2,"""New York""","Upper East Side, Manhattan, New York City, New York, USA"
USA,New York City,New York,The Layover,1,2,"""New York""","New York City subway, Manhattan, New York City, New York, USA"
USA,New York City,New York,The Layover,1,2,"""New York""","PDT, East Village, New York City, New York, USA"
USA,New York City,New York,The Layover,1,2,"""New York""","New York City, New York, USA"
USA,New York City,New York,The Layover,1,2,"""New York""","The Arepa Lady, Roosevelt Avenue and 79th Street, Jackson Heights, New York, USA"
USA,New York City,New York,The Layover,1,2,"""New York""","Birreria, Madison Square Park, New York City, New York, USA"
USA,New York City,New York,The Layover,1,2,"""New York""","Baohaus, 238 East 14th Street, New York City, New York, USA"
USA,New York City,New York,The Layover,1,2,"""New York""","The Burger Joint at Le Parker Meridien, 119 West 56th St, New York City, New York, USA"
USA,New York City,New York,The Layover,1,2,"""New York""","Chef Restaurant Supply, 294 Bowery St, New York City, New York, USA"
USA,New York City,New York,The Layover,1,2,"""New York""","Bemelmans Bar at The Carlyle Hotel, 35 East 76th St, New York City, New York, USA"
USA,New York City,New York,The Layover,1,2,"""New York""","The Big Gay Ice Cream Truck, New York City, New York, USA"
USA,New York City,New York,The Layover,1,2,"""New York""","Crif Dogs, 113 Saint Marks Place #2, New York City, New York, USA"
USA,New York City,New York,The Layover,1,2,"""New York""","Ess-a-Bagel, New York City, New York, USA"
USA,Rome,,The Layover,1,3,"""Rome""","Bahamian Pot Restaurant, 1413 NW 54th St, Miami, Florida, USA"
USA,Miami,Florida,The Layover,1,4,"""Miami""","Sakaya Truck, Food Truck Circle in Tropical Park, 7900 Bird Rd, Miami, Florida, USA"
USA,Miami,Florida,The Layover,1,4,"""Miami""","Grill Master Truck, Food Truck Circle in Tropical Park, 7900 Bird Rd, Miami, Florida, USA"
USA,Miami,Florida,The Layover,1,4,"""Miami""","Biltmore Hotel - 1200 Anastasia Avenue, Coral Gables, Florida, USA"
USA,Miami,Florida,The Layover,1,4,"""Miami""","Garcia's Seafood, 398 NW North River Dr, Miami, Florida, USA"
USA,Miami,Florida,The Layover,1,4,"""Miami""","Chez Le Bebe, 114 NE 54th St, Miami, Florida, USA"
USA,Miami,Florida,The Layover,1,4,"""Miami""","La Perrada De Edgar, 6976 Collins Ave, Miami Beach, Florida, USA"
USA,Miami,Florida,The Layover,1,4,"""Miami""","El Palacio de los Jugos, 5721 W Flagler St, Miami, Florida, USA"
USA,Miami,Florida,The Layover,1,4,"""Miami""","Las Olas Cafe, 644 6th St, Miami Beach, Florida, USA"
USA,Miami,Florida,The Layover,1,4,"""Miami""","Miami Ink Tattoo Studio, 1360 Washington Ave, Miami Beach, Florida, USA"
USA,Miami,Florida,The Layover,1,4,"""Miami""","Little Havana, Miami, Florida, USA"
USA,Miami,Florida,The Layover,1,4,"""Miami""","Miami Beach, Florida, USA"
USA,Miami,Florida,The Layover,1,4,"""Miami""","The Room, 100 Collins Ave, Miami Beach, Florida, USA"
USA,Miami,Florida,The Layover,1,4,"""Miami""","S&S Diner, 1757 NE 2nd Ave, Miami, Florida, USA"
USA,Miami,Florida,The Layover,1,4,"""Miami""","South Beach, Miami Beach, Florida, USA"
USA,Miami,Florida,The Layover,1,4,"""Miami""","Crandon Park Marina, Key Biscayne, Florida, USA"
USA,Seattle,Washington,The Layover,2,10,"""Seattle""","Miami, Florida, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","The Castro Theatre - 429 Castro Street, San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","Li Po, 916 Grant Ave, San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","Hotel Des Artes, 447 Bush St, San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","Lucero's Bacon Hot Dogs, 19th and Mission, San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","King of Noodles, 1639 Irving St, San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","Mission Chinese, 2234 Mission St, San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","La Folie, 2316 Polk St, San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","Molinari and Sons, 1401 Yosemite Ave, San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","Mr. Bing's, 201 Columbus Ave, San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","Rosamunde Sausage Grill, 2832 Mission St, San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","Sam's Pizza and Hamburgers, 618 Broadway St, San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","Pier 23 Café, The Embarcadero, San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","Rice Paper Scissors, San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","Swan Oyster Depot, 1517 Polk St, San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","To Hyang, 3815 Geary Blvd, San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","The Tonga Room, 950 Mason St, San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","Yuet Lee, 1300 Stockton St, San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","The Toronado Pub, 547 Haight St, San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","Zeitgeist, 199 Valencia St, San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","Twin Peaks, San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","Dolores Park, San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","The Alembic Bar, 1725 Haight St, San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","Benders Bar, 806 S Van Ness Ave, San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","Chaac Mool, San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","Blue Bottle Coffee, 66 Mint St, San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","Comstock Saloon, 155 Columbus Ave, San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","Boccalone, 1 Ferry Building #21, San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","El Huarache Loco, 100 Alemany Blvd, San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","The Fairmont Hotel, 950 Mason St, San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","Bay Area Rapid Transit, San Francisco, California, USA"
USA,San Francisco,California,The Layover,1,8,"""San Francisco""","Off the Grid Food Trucks, San Francisco, California, USA"
USA,Los Angeles,California,The Layover,1,10,"""Los Angeles""","Chateau Marmont - 8221 Sunset Blvd., Hollywood, Los Angeles, California, USA"
USA,Los Angeles,California,The Layover,1,10,"""Los Angeles""","Philippe The Original - 1001 N. Alameda Street, Los Angeles, California, USA"
USA,Los Angeles,California,The Layover,1,10,"""Los Angeles""","Kokekokko, 203 S Central Ave, Los Angeles, California, USA"
USA,Los Angeles,California,The Layover,1,10,"""Los Angeles""","Jumbo's Clown Room, 5153 Hollywood Blvd, Los Angeles, California, USA"
USA,Los Angeles,California,The Layover,1,10,"""Los Angeles""","La Luz de Jesus Gallery, 4633 Hollywood Blvd, Los Angeles, California, USA"
USA,Los Angeles,California,The Layover,1,10,"""Los Angeles""","King Eddy Saloon - 131 E. 5th St., Los Angeles, California, USA"
USA,Los Angeles,California,The Layover,1,10,"""Los Angeles""","LudoTruck, Los Angeles, California, USA"
USA,Los Angeles,California,The Layover,1,10,"""Los Angeles""","Kogi Truck, Los Angeles, California, USA"
USA,Los Angeles,California,The Layover,1,10,"""Los Angeles""","Malibu, California, USA"
USA,Los Angeles,California,The Layover,1,10,"""Los Angeles""","Necromance, 7220 Melrose Ave, Los Angeles, California, USA"
USA,Los Angeles,California,The Layover,1,10,"""Los Angeles""","Senor Fish, 422 E 1st St, Los Angeles, California, USA"
USA,Los Angeles,California,The Layover,1,10,"""Los Angeles""","Tacos Villa Corona, 3185 Glendale Blvd, Los Angeles, California, USA"
USA,Los Angeles,California,The Layover,1,10,"""Los Angeles""","Los Angeles, California, USA"
USA,Los Angeles,California,The Layover,1,10,"""Los Angeles""","Animal, 435 N Fairfax Ave, Los Angeles, California, USA"
USA,Los Angeles,California,The Layover,1,10,"""Los Angeles""","Dan Sung Sa, 3317 W 6th St, Los Angeles, California, USA"
USA,Los Angeles,California,The Layover,1,10,"""Los Angeles""","Dearly Departed -- The Tragical History Tour, Los Angeles, California, USA"
USA,Los Angeles,California,The Layover,1,10,"""Los Angeles""","Book Soup - 8818 W. Sunset Blvd., West Hollywood, California, USA"
USA,Los Angeles,California,The Layover,1,10,"""Los Angeles""","Ham Ji Park, 3407 W 6th St, Ste 101-C, Los Angeles, California, USA"
USA,Los Angeles,California,The Layover,1,10,"""Los Angeles""","Shangri-La Hotel - 1301 Ocean Ave, Santa Monica, California, USA"
USA,Los Angeles,California,The Layover,1,10,"""Los Angeles""","Custom Hotel, 8639 Lincoln Blvd, Los Angeles, California, USA"
USA,Los Angeles,California,The Layover,1,10,"""Los Angeles""","In-N-Out Burger, 9149 S Sepulveda Blvd, Los Angeles, California, USA"
USA,Los Angeles,California,The Layover,1,10,"""Los Angeles""","The Varnish, 118 E 6th St, Los Angeles, California, USA"
USA,Los Angeles,California,The Layover,1,10,"""Los Angeles""","The Prince - 3198 W 7th St, Los Angeles, California, USA"
USA,Los Angeles,California,The Layover,1,10,"""Los Angeles""","Red Medicine, 8400 Wilshire Blvd, Beverly Hills, California, USA"
USA,Los Angeles,California,The Layover,1,10,"""Los Angeles""","Wacko, 4633 Hollywood Blvd, Los Angeles, California, USA"
USA,Los Angeles,California,The Layover,1,10,"""Los Angeles""","Yu Chun, 3185 W Olympic Blvd, Los Angeles, California, USA"
USA,Chicago,Illinois,The Layover,2,1,"""Chicago""",No Filming Locations
USA,Philadelphia,Pennsylvania,The Layover,2,3,"""Philadelphia""",No Filming Locations
USA,Atlanta,Georgia,The Layover,2,7,"""Atlanta""",No Filming Locations
USA,New Orleans,Louisiana,The Layover,2,9,"""New Orleans""",No Filming Locations
USA,Seattle,Washington,The Layover,2,10,"""Seattle""",No Filming Locations
Uzbekistan,,,No Reservations,1,8,"Uzbekistan""","The Peoples Palace, Tashkent, Uzbekistan"
Uzbekistan,,,No Reservations,1,8,"Uzbekistan""","Siyob Dehqon Bozori, Samarkand, Uzbekistan"
Uzbekistan,,,No Reservations,1,8,"Uzbekistan""","Aleko, Baykurgan Street, Tashkent, Uzbekistan"
Uzbekistan,,,No Reservations,1,8,"Uzbekistan""","Samarkand, Uzbekistan"
Uzbekistan,,,No Reservations,1,8,"Uzbekistan""","Jizzakh, Uzbekistan"
Uzbekistan,,,No Reservations,1,8,"Uzbekistan""","Gates of Tamerlane, Uzbekistan"
Vietnam,Ho Chi Minh City,,A Cooks Tour,1,3,Cobra Heart - Foods That Make You Manly,
Vietnam,Nha Trang,,A Cooks Tour,1,4,Eating on the Mekong,
Vietnam,Hanoi,,A Cooks Tour,2,12,Gone Bamboo,
Vietnam,,,No Reservations,1,4,"""Vietnam: The Island of Mr. Sang""","Ha Long Bay, Ha Long, Quang Ninh, Vietnam"
Vietnam,,,No Reservations,1,4,"""Vietnam: The Island of Mr. Sang""","Hanoi, Vietnam"
Vietnam,,,No Reservations,1,4,"""Vietnam: The Island of Mr. Sang""","Hotel Metropole, Hanoi, Vietnam"
Vietnam,,,No Reservations,1,4,"""Vietnam: The Island of Mr. Sang""","Bun Cha Nem Cua Kinh Moi, Hanoi, Vietnam"
Vietnam,,,No Reservations,1,4,"""Vietnam: The Island of Mr. Sang""","Bich Hue, Com Pho, Thuc An Chin, Kinh Moi, Vietnam"
Vietnam,,,No Reservations,1,4,"""Vietnam: The Island of Mr. Sang""","Lac Village, Mai Chau Valley, Vietnam"
Vietnam,,,No Reservations,1,4,"""Vietnam: The Island of Mr. Sang""","Tuan Chau Island, Vietnam"
Vietnam,Ho Chi Minh City,,No Reservations,5,10,"""Vietnam: There's No Place Like Home""",
Vietnam,Hoi An,,No Reservations,5,10,"""Vietnam: There's No Place Like Home""",
Vietnam,Da Lat,,No Reservations,6,10,"""Vietnam: Central Highlands""",
Vietnam,Hanoi,,No Reservations,6,10,"""Vietnam: Central Highlands""",
Vietnam,Hue,,Parts Unknown,4,5,"""Vietnam""",
Vietnam,Hanoi,,Parts Unknown,8,2,"""Hanoi""",
,,,,,,,
,,,No Reservations,2,Special,"""Leftovers""",No Filming Locations
,,,No Reservations,2,8,"""US/Mexico Border""","Laredo, Texas, USA"
,,,No Reservations,3,Special,"""Leftovers 2""",No Filming Locations
,,,No Reservations,4,19,"""So Long, Summer""",
,,,No Reservations,5,6,"""Food Porn""",
,,,No Reservations,5,14,"""Down on the Street""",
,,,No Reservations,5,18,"""Burning Questions""",
,,,No Reservations,6,7,"""Obsessed""",
,,,No Reservations,6,11,"""Techniques Special""",
,,,No Reservations,6,13,"""Food Porn 2""",
,,,No Reservations,6,18,"""Where It All Began""",
,,,No Reservations,6,23,"""What Were We Thinking Special""",
,,,No Reservations,6,26,"""Holiday Special""",
,,,No Reservations,7,17,"""Holiday Special 2011""",
,,,No Reservations,9,3,"""Sex, Drugs And Rock & Roll""",
,,,No Reservations,9,6,"""Seven Deadly Sins""",
,,,No Reservations,9,8,"""Off The Charts""",
,,,Parts Unknown,2,1,"""Prime Cuts: Season One[8]""",
,,,Parts Unknown,3,1,"""Prime Cuts: Season Two""",
,,,Parts Unknown,4,1,"""Prime Cuts: Season Three""",
,,,Parts Unknown,5,1,"""Prime Cuts: Season Four""",
,,,Parts Unknown,6,1,"""Prime Cuts: Season Five""",
,,,Parts Unknown,7,1,"""Prime Cuts: Season Six""",
,,,Parts Unknown,8,1,"""Prime Cuts: Season Seven""",
,,,Parts Unknown,9,1,"""Prime Cuts: Season Eight""",
,,,Parts Unknown,12,4,"""Tony's Impact""",
,,,Parts Unknown,12,6,"""Under the Tarp""",
,Rome,,The Layover,1,3,"""Rome""","Ponte Fabricio, Rome, Lazio, Italy"
,Rome,,The Layover,1,3,"""Rome""","Roma Termini Station, 00185 Rome, Lazio, Italy"
,Rome,,The Layover,1,3,"""Rome""","Protestant Cemetery, Via Caio Cestio, 6 00153 Rome, Lazio, Italy"
,Rome,,The Layover,1,3,"""Rome""","Sora Lella, Via di Ponte Quattro Capi, 16, 00186 Rome, Lazio, Italy"
,Rome,,The Layover,1,3,"""Rome""","Sora Maria in Prati, Rome, Lazio, Italy"
,Rome,,The Layover,1,3,"""Rome""","Ristoro Degli Angeli, Via Luigi Orlando, 2 00154 Rome, Lazio, Italy"
,Rome,,The Layover,1,3,"""Rome""","The Colosseum, Rome, Lazio, Italy"
,Rome,,The Layover,1,3,"""Rome""","Fiumicino Airport, Fiumicino, Lazio, Italy"
,Rome,,The Layover,1,3,"""Rome""","Elefunk Kitchen Club, Rome, Lazio, Italy"
,Rome,,The Layover,1,3,"""Rome""","Spanish Steps, Chiesa di Trinità dei Monti, Rome, Lazio, Italy"